probe_id,timestamp,readable_time,selected_ip,in_dns_set,avg_rtt
1009868,1759847024,2025-10-07 16:23:44,172.217.23.110,1,31.785854200000006
1010397,1759847027,2025-10-07 16:23:47,142.250.186.46,1,2.8707228000000002
1010399,1759847031,2025-10-07 16:23:51,172.217.23.206,1,0.7223826999999999
1010625,1759847027,2025-10-07 16:23:47,142.251.32.110,0,225.7154119
1011004,1759847026,2025-10-07 16:23:46,209.85.233.198,1,3.9809753
1011275,1759847026,2025-10-07 16:23:46,142.251.36.110,1,8.6586584
1012213,1759847028,2025-10-07 16:23:48,216.58.209.14,1,6.5404763
1003233,1759847092,2025-10-07 16:24:52,172.217.174.110,1,7.0636838
1003512,1759847093,2025-10-07 16:24:53,142.251.37.110,1,4.5910646999999996
1005819,1759847094,2025-10-07 16:24:54,172.253.124.190,1,14.2116908
1007642,1759847094,2025-10-07 16:24:54,142.250.179.110,1,9.3609993
1008266,1759847098,2025-10-07 16:24:58,172.253.63.136,0,11.793539999999998
1009611,1759847093,2025-10-07 16:24:53,216.58.206.78,1,2.436814
1010509,1759847097,2025-10-07 16:24:57,142.250.74.174,1,1.3181309
1011229,1759847095,2025-10-07 16:24:55,142.250.71.174,1,38.632968600000005
1012170,1759847093,2025-10-07 16:24:53,172.217.168.206,1,0.8144525
1012349,1759847098,2025-10-07 16:24:58,142.250.71.142,1,0.9199532000000001
50201,1759847057,2025-10-07 16:24:17,64.233.180.136,1,36.132658400000004
51062,1759847081,2025-10-07 16:24:41,216.58.208.110,1,12.5363503
51802,1759847087,2025-10-07 16:24:47,142.251.41.78,1,5.967854299999999
51943,1759847079,2025-10-07 16:24:39,142.250.191.46,1,14.9603125
52015,1759847052,2025-10-07 16:24:12,172.253.115.93,1,19.7626668
52229,1759847049,2025-10-07 16:24:09,142.251.40.238,1,20.0601834
52235,1759847054,2025-10-07 16:24:14,142.251.186.190,1,11.800362400000001
52645,1759847057,2025-10-07 16:24:17,172.217.5.14,1,15.0910707
52969,1759847087,2025-10-07 16:24:47,216.58.209.78,1,8.894079099999999
53309,1759847061,2025-10-07 16:24:21,172.217.23.110,1,5.3556416
54268,1759847088,2025-10-07 16:24:48,142.250.80.14,1,5.314266600000001
54374,1759847052,2025-10-07 16:24:12,216.58.207.206,1,35.9149334
54627,1759847060,2025-10-07 16:24:20,74.125.131.198,1,42.62080830000001
54647,1759847084,2025-10-07 16:24:44,216.58.204.142,1,18.6556918
54670,1759847054,2025-10-07 16:24:14,216.58.209.14,0,9.7856834
54949,1759847080,2025-10-07 16:24:40,142.250.185.78,0,21.392816700000004
54969,1759847078,2025-10-07 16:24:38,142.250.186.142,1,7.9379125
55012,1759847087,2025-10-07 16:24:47,142.250.186.174,1,16.340479199999997
55290,1759847075,2025-10-07 16:24:35,172.217.20.206,1,6.8746664
55330,1759847054,2025-10-07 16:24:14,142.250.72.142,1,8.5958708
55515,1759847056,2025-10-07 16:24:16,142.250.71.78,1,13.7453664
55584,1759847077,2025-10-07 16:24:37,209.85.233.198,1,78.79125010000001
55761,1759847088,2025-10-07 16:24:48,64.233.180.91,1,5.4634625
55859,1759847062,2025-10-07 16:24:22,172.217.16.46,1,4.232620899999999
60105,1759847077,2025-10-07 16:24:37,172.217.165.14,1,15.396553399999998
60135,1759847087,2025-10-07 16:24:47,142.250.200.110,1,34.0266145
60254,1759847077,2025-10-07 16:24:37,142.250.176.206,1,9.3175928
60339,1759847086,2025-10-07 16:24:46,142.250.129.93,0,14.448574200000001
60433,1759847050,2025-10-07 16:24:10,74.125.130.136,1,41.476336200000006
60525,1759847054,2025-10-07 16:24:14,142.250.184.174,1,107.1118487
60689,1759847058,2025-10-07 16:24:18,172.217.31.142,1,67.71042930000002
60958,1759847048,2025-10-07 16:24:08,142.250.176.14,1,3.0182364
61181,1759847056,2025-10-07 16:24:16,142.250.186.206,1,12.281698399999996
61364,1759847078,2025-10-07 16:24:38,142.250.151.91,1,11.168797600000001
61448,1759847050,2025-10-07 16:24:10,64.233.166.136,1,13.8435786
61476,1759847051,2025-10-07 16:24:11,216.58.209.78,1,35.8239297
61747,1759847074,2025-10-07 16:24:34,142.251.47.206,1,10.2287722
61915,1759847074,2025-10-07 16:24:34,142.250.69.174,1,6.1903468
62093,1759847060,2025-10-07 16:24:20,142.250.74.238,1,7.649643900000001
62174,1759847054,2025-10-07 16:24:14,142.251.29.91,1,7.428673600000001
62602,1759847079,2025-10-07 16:24:39,172.217.20.14,1,3.6633151999999995
62732,1759847052,2025-10-07 16:24:12,142.250.186.78,0,9.3973477
62832,1759847083,2025-10-07 16:24:43,172.217.24.46,1,5.850189500000001
62917,1759847050,2025-10-07 16:24:10,142.250.198.110,1,60.61941019999999
62939,1759847087,2025-10-07 16:24:47,142.250.184.14,1,14.5195741
63046,1759847061,2025-10-07 16:24:21,142.250.185.206,1,42.781158399999995
64089,1759847086,2025-10-07 16:24:46,142.250.186.78,1,22.7023814
64609,1759847087,2025-10-07 16:24:47,172.217.18.206,1,142.0531916
64786,1759847074,2025-10-07 16:24:34,172.217.165.206,1,150.5579703
65132,1759847075,2025-10-07 16:24:35,216.58.207.206,1,76.4668296
65369,1759847078,2025-10-07 16:24:38,142.250.205.46,1,73.937315
65505,1759847057,2025-10-07 16:24:17,142.250.203.206,1,84.88543700000001
65507,1759847057,2025-10-07 16:24:17,142.250.74.46,1,59.2646527
65581,1759847053,2025-10-07 16:24:13,216.58.215.174,0,12.611090800000001
65779,1759847049,2025-10-07 16:24:09,142.250.147.190,1,27.503178099999996
7249,1759847096,2025-10-07 16:24:56,172.217.16.46,0,2.7899135999999993
7520,1759847097,2025-10-07 16:24:57,192.178.54.14,1,19.1804341
1003539,1759847103,2025-10-07 16:25:03,216.58.214.78,1,4.7330477
1003842,1759847105,2025-10-07 16:25:05,172.217.168.46,1,8.7539908
1005046,1759847105,2025-10-07 16:25:05,142.251.37.14,1,32.3564915
1005339,1759847101,2025-10-07 16:25:01,173.194.222.198,1,27.0678087
1005737,1759847103,2025-10-07 16:25:03,142.250.202.78,1,3.7492362
1009428,1759847105,2025-10-07 16:25:05,172.217.23.206,1,3.1733511
1010615,1759847104,2025-10-07 16:25:04,142.250.184.238,1,0.7730758999999999
1010732,1759847103,2025-10-07 16:25:03,172.217.24.78,1,56.77511550000001
1010815,1759847105,2025-10-07 16:25:05,74.125.193.93,1,21.6681634
6372,1759847102,2025-10-07 16:25:02,216.58.212.174,1,9.264314700000002
6492,1759847105,2025-10-07 16:25:05,142.250.72.238,1,0.875536
7548,1759847180,2025-10-07 16:26:20,142.250.67.14,0,26.893295799999997
1002570,1759847429,2025-10-07 16:30:29,142.250.185.110,1,5.309808800000001
1003136,1759847425,2025-10-07 16:30:25,209.85.202.136,1,10.644594899999998
1003139,1759847432,2025-10-07 16:30:32,142.251.12.190,1,29.7648539
1004171,1759847433,2025-10-07 16:30:33,142.250.66.78,1,4.725031199999999
1004463,1759847426,2025-10-07 16:30:26,216.58.212.46,1,49.69336750000001
1006285,1759847432,2025-10-07 16:30:32,172.217.18.14,1,6.628328499999999
1006437,1759847425,2025-10-07 16:30:25,172.217.168.206,1,13.505213099999997
1008095,1759847428,2025-10-07 16:30:28,172.217.168.78,1,12.145539700000002
1008172,1759847434,2025-10-07 16:30:34,172.217.17.142,1,63.39369320000001
1008837,1759847427,2025-10-07 16:30:27,,0,-1
1009077,1759847429,2025-10-07 16:30:29,74.125.200.91,1,2.5693039
1009200,1759847427,2025-10-07 16:30:27,142.251.133.46,1,0.8274929
1009234,1759847426,2025-10-07 16:30:26,142.251.209.14,1,10.8157126
1009868,1759847425,2025-10-07 16:30:25,142.250.184.142,1,6.2624107
1010397,1759847427,2025-10-07 16:30:27,216.58.206.78,1,2.5648171
1010399,1759847434,2025-10-07 16:30:34,142.251.36.14,1,0.902617
1010625,1759847426,2025-10-07 16:30:26,142.251.111.190,0,298.4602041
1011004,1759847432,2025-10-07 16:30:32,64.233.165.198,1,3.9108704000000003
1011275,1759847422,2025-10-07 16:30:22,142.251.36.110,1,8.646976200000001
1012213,1759847431,2025-10-07 16:30:31,216.58.209.14,1,6.597438599999999
50201,1759847454,2025-10-07 16:30:54,142.251.179.91,1,35.3566416
52229,1759847455,2025-10-07 16:30:55,142.251.40.206,1,20.572871
53309,1759847448,2025-10-07 16:30:48,216.58.206.46,1,5.206562600000001
54374,1759847452,2025-10-07 16:30:52,142.250.74.78,1,31.194171
54627,1759847450,2025-10-07 16:30:50,64.233.161.198,1,41.8416877
54670,1759847457,2025-10-07 16:30:57,142.250.186.206,1,7.406308099999999
55515,1759847455,2025-10-07 16:30:55,142.250.204.14,1,14.4075252
55859,1759847459,2025-10-07 16:30:59,216.58.208.206,1,5.148983299999999
60433,1759847450,2025-10-07 16:30:50,172.253.118.136,1,41.2762746
60525,1759847458,2025-10-07 16:30:58,192.178.54.14,1,147.88287730000002
61181,1759847451,2025-10-07 16:30:51,216.58.215.78,1,10.6585703
61448,1759847452,2025-10-07 16:30:52,64.233.167.136,1,13.844514499999999
62093,1759847449,2025-10-07 16:30:49,172.217.20.206,1,8.8221225
62732,1759847458,2025-10-07 16:30:58,172.217.23.206,1,14.838070000000002
62917,1759847455,2025-10-07 16:30:55,172.253.62.93,1,249.48488430000003
63046,1759847454,2025-10-07 16:30:54,142.251.36.142,1,56.3077761
65505,1759847451,2025-10-07 16:30:51,172.217.16.46,1,86.7093239
65507,1759847452,2025-10-07 16:30:52,142.250.74.78,1,13.280701500000001
65581,1759847459,2025-10-07 16:30:59,216.58.215.142,1,12.5793407
65779,1759847455,2025-10-07 16:30:55,142.250.147.190,1,27.055677600000003
1003233,1759847494,2025-10-07 16:31:34,142.251.42.174,1,6.2621099000000005
1003512,1759847505,2025-10-07 16:31:45,142.251.36.110,1,5.2476593000000005
1003539,1759847502,2025-10-07 16:31:42,142.250.74.238,1,4.5714306
1003842,1759847505,2025-10-07 16:31:45,142.250.178.238,1,6.189134
1005046,1759847494,2025-10-07 16:31:34,142.251.36.238,1,32.5149276
1005339,1759847497,2025-10-07 16:31:37,74.125.131.198,1,26.4010185
1005737,1759847495,2025-10-07 16:31:35,142.250.202.14,1,3.7581872999999995
1005819,1759847494,2025-10-07 16:31:34,74.125.136.136,1,12.3841153
1007642,1759847502,2025-10-07 16:31:42,142.250.179.110,1,9.506101699999999
1008266,1759847503,2025-10-07 16:31:43,74.125.192.190,0,23.5953215
1009428,1759847502,2025-10-07 16:31:42,142.250.179.206,1,2.9082318
1009611,1759847499,2025-10-07 16:31:39,216.58.206.46,1,2.7417285
1010509,1759847503,2025-10-07 16:31:43,216.58.211.14,1,1.5944964000000001
1010615,1759847497,2025-10-07 16:31:37,142.250.185.238,1,0.8444309999999999
1010732,1759847495,2025-10-07 16:31:35,172.217.24.78,1,56.7385316
1010815,1759847502,2025-10-07 16:31:42,172.253.116.91,1,45.60120549999999
1011229,1759847492,2025-10-07 16:31:32,142.250.197.174,1,39.480282599999995
1012170,1759847496,2025-10-07 16:31:36,172.217.168.206,1,0.8129334
1012349,1759847502,2025-10-07 16:31:42,142.250.198.206,1,1.1640001999999998
51062,1759847484,2025-10-07 16:31:24,172.217.23.206,1,12.560520799999999
51802,1759847484,2025-10-07 16:31:24,172.217.165.14,1,8.482354299999999
51943,1759847488,2025-10-07 16:31:28,142.250.191.78,1,21.0837125
52015,1759847462,2025-10-07 16:31:02,172.253.122.190,1,19.991904199999997
52235,1759847460,2025-10-07 16:31:00,142.251.116.190,1,12.1932458
52645,1759847461,2025-10-07 16:31:01,142.250.191.206,1,23.265083300000004
52969,1759847479,2025-10-07 16:31:19,142.250.185.14,1,8.6542292
54268,1759847488,2025-10-07 16:31:28,142.250.80.46,1,5.506562499999999
54647,1759847484,2025-10-07 16:31:24,216.58.209.46,1,19.398125099999998
54949,1759847481,2025-10-07 16:31:21,142.250.185.142,1,21.695974900000003
54969,1759847477,2025-10-07 16:31:17,216.58.212.174,1,7.536483500000001
55012,1759847479,2025-10-07 16:31:19,142.250.181.206,0,21.140975100000002
55290,1759847474,2025-10-07 16:31:14,142.250.74.238,1,7.8125665
55330,1759847460,2025-10-07 16:31:00,142.250.72.142,1,8.523562699999998
55584,1759847482,2025-10-07 16:31:22,64.233.165.198,1,78.42520429999999
55761,1759847479,2025-10-07 16:31:19,64.233.180.93,1,5.633395800000001
60105,1759847479,2025-10-07 16:31:19,142.251.41.46,1,15.937720200000005
60135,1759847484,2025-10-07 16:31:24,142.250.185.14,1,33.905659699999994
60254,1759847485,2025-10-07 16:31:25,142.250.65.174,1,12.943678700000001
60339,1759847477,2025-10-07 16:31:17,142.250.140.91,1,13.9577359
60689,1759847460,2025-10-07 16:31:00,142.250.72.238,1,146.4509265
60958,1759847461,2025-10-07 16:31:01,142.250.68.14,1,3.3248809
61364,1759847475,2025-10-07 16:31:15,142.251.30.136,1,10.463647
61476,1759847462,2025-10-07 16:31:02,142.250.200.142,1,27.412982400000004
61747,1759847479,2025-10-07 16:31:19,142.251.47.206,1,10.1699925
61915,1759847477,2025-10-07 16:31:17,142.251.33.78,1,6.2851954
62174,1759847461,2025-10-07 16:31:01,142.251.30.190,1,8.166270799999998
62602,1759847486,2025-10-07 16:31:26,172.217.19.110,1,4.1958849
62832,1759847485,2025-10-07 16:31:25,172.217.24.46,1,5.722794599999999
62939,1759847482,2025-10-07 16:31:22,216.58.209.78,1,13.0795199
6372,1759847502,2025-10-07 16:31:42,172.217.16.142,1,9.4491849
64089,1759847478,2025-10-07 16:31:18,142.250.185.174,1,25.352268300000002
64609,1759847477,2025-10-07 16:31:17,142.251.30.190,1,132.36368140000002
64786,1759847479,2025-10-07 16:31:19,172.217.165.206,1,150.4810181
6492,1759847504,2025-10-07 16:31:44,142.250.176.14,1,0.9198645999999998
65132,1759847486,2025-10-07 16:31:26,142.250.74.78,1,75.82472089999999
65369,1759847475,2025-10-07 16:31:15,142.250.193.174,1,72.3992729
7249,1759847502,2025-10-07 16:31:42,172.217.16.46,1,2.7986548
7520,1759847504,2025-10-07 16:31:44,142.251.47.206,1,19.4954452
7548,1759847570,2025-10-07 16:32:50,142.250.76.110,1,27.5083694
1002570,1759847828,2025-10-07 16:37:08,172.217.18.110,1,5.645708099999999
1003136,1759847829,2025-10-07 16:37:09,209.85.203.190,1,9.512421300000002
1003139,1759847822,2025-10-07 16:37:02,172.217.194.136,1,29.713374700000003
1004171,1759847832,2025-10-07 16:37:12,142.250.204.46,1,4.9110206000000005
1004463,1759847827,2025-10-07 16:37:07,172.217.17.110,1,48.7710032
1006285,1759847834,2025-10-07 16:37:14,142.250.184.206,1,6.582818800000001
1006437,1759847832,2025-10-07 16:37:12,74.125.206.93,1,18.376775900000002
1008095,1759847826,2025-10-07 16:37:06,172.217.168.46,1,13.1325029
1008172,1759847830,2025-10-07 16:37:10,142.250.184.142,1,63.6576815
1008837,1759847830,2025-10-07 16:37:10,,0,-1
1009077,1759847826,2025-10-07 16:37:06,142.251.10.136,1,1.8467287000000003
1009200,1759847825,2025-10-07 16:37:05,172.217.30.110,1,1.023122
1009234,1759847824,2025-10-07 16:37:04,216.58.204.238,1,10.6804612
1009868,1759847821,2025-10-07 16:37:01,142.251.140.14,1,6.376408499999999
1010397,1759847826,2025-10-07 16:37:06,216.58.212.142,1,2.8089953000000003
1010399,1759847828,2025-10-07 16:37:08,216.58.214.14,1,0.8070147000000001
1010625,1759847834,2025-10-07 16:37:14,172.253.63.190,1,242.35244819999997
1011004,1759847828,2025-10-07 16:37:08,209.85.233.198,1,3.9433315999999996
1011275,1759847825,2025-10-07 16:37:05,142.251.36.78,1,8.999781899999999
1012213,1759847827,2025-10-07 16:37:07,142.250.186.206,1,6.5392179
50201,1759847855,2025-10-07 16:37:35,172.253.62.91,1,35.092612499999994
51943,1759847877,2025-10-07 16:37:57,142.251.46.206,1,22.6597291
52015,1759847852,2025-10-07 16:37:32,142.250.31.93,1,19.9605374
52229,1759847851,2025-10-07 16:37:31,142.250.176.206,1,19.0363085
52235,1759847859,2025-10-07 16:37:39,142.250.113.190,1,12.467324900000001
52645,1759847854,2025-10-07 16:37:34,172.217.2.46,1,22.7095915
52969,1759847879,2025-10-07 16:37:59,142.250.185.14,1,8.5883041
53309,1759847853,2025-10-07 16:37:33,142.250.184.206,1,5.6658916
54268,1759847877,2025-10-07 16:37:57,142.250.81.238,1,6.3859834
54374,1759847848,2025-10-07 16:37:28,142.250.74.174,1,42.3804958
54627,1759847852,2025-10-07 16:37:32,209.85.233.198,1,42.835258200000006
54670,1759847852,2025-10-07 16:37:32,172.217.16.46,1,8.9492291
54969,1759847878,2025-10-07 16:37:58,216.58.206.46,1,7.923058500000001
55012,1759847878,2025-10-07 16:37:58,216.239.38.119,1,16.3685914
55330,1759847849,2025-10-07 16:37:29,142.250.72.142,1,9.445200000000002
55515,1759847860,2025-10-07 16:37:40,142.250.204.14,1,13.613091800000001
55859,1759847862,2025-10-07 16:37:42,172.217.16.46,1,4.8987541
60105,1759847874,2025-10-07 16:37:54,142.251.41.46,1,16.662273499999998
60135,1759847878,2025-10-07 16:37:58,142.250.200.78,1,33.404060300000005
60254,1759847877,2025-10-07 16:37:57,142.250.65.206,1,11.5024567
60433,1759847851,2025-10-07 16:37:31,64.233.170.93,1,41.3496325
60525,1759847853,2025-10-07 16:37:33,142.250.200.78,1,106.2403191
60689,1759847857,2025-10-07 16:37:37,142.250.72.174,1,142.5757118
60958,1759847860,2025-10-07 16:37:40,142.250.72.174,1,3.2187460000000003
61181,1759847860,2025-10-07 16:37:40,172.217.16.14,1,11.187486700000001
61364,1759847878,2025-10-07 16:37:58,142.251.29.91,0,11.0867919
61448,1759847859,2025-10-07 16:37:39,64.233.184.93,1,13.550205
61476,1759847849,2025-10-07 16:37:29,142.250.184.174,1,30.3558467
61747,1759847876,2025-10-07 16:37:56,142.251.47.206,1,10.1173309
61915,1759847876,2025-10-07 16:37:56,142.250.217.110,1,6.806733599999999
62093,1759847851,2025-10-07 16:37:31,172.217.20.206,1,8.5935921
62174,1759847858,2025-10-07 16:37:38,142.251.30.190,1,8.2904106
62732,1759847858,2025-10-07 16:37:38,142.250.179.206,0,11.1741289
62832,1759847879,2025-10-07 16:37:59,172.217.24.46,1,5.3228548
62917,1759847849,2025-10-07 16:37:29,192.178.155.91,1,250.14532490000002
63046,1759847853,2025-10-07 16:37:33,172.217.16.206,1,43.8284199
65132,1759847878,2025-10-07 16:37:58,142.250.74.142,1,75.94389149999998
65369,1759847874,2025-10-07 16:37:54,142.250.205.46,1,77.4432224
65505,1759847853,2025-10-07 16:37:33,142.250.203.142,1,84.42132629999999
65507,1759847859,2025-10-07 16:37:39,142.250.74.14,1,13.370721999999997
65581,1759847856,2025-10-07 16:37:36,216.58.209.78,1,13.0804045
65779,1759847862,2025-10-07 16:37:42,142.251.9.136,1,26.8954221
1003233,1759847901,2025-10-07 16:38:21,172.217.31.174,0,7.757237599999999
1003512,1759847897,2025-10-07 16:38:17,142.251.36.142,1,4.370133999999998
1003539,1759847892,2025-10-07 16:38:12,216.58.214.174,1,4.7386833
1003842,1759847897,2025-10-07 16:38:17,142.250.178.238,1,6.1535412
1005046,1759847892,2025-10-07 16:38:12,142.251.36.206,1,32.221466500000005
1005339,1759847899,2025-10-07 16:38:19,64.233.165.198,1,27.373727299999995
1005737,1759847894,2025-10-07 16:38:14,142.250.202.78,1,3.7592382
1005819,1759847895,2025-10-07 16:38:15,74.125.21.93,1,16.637680300000003
1007642,1759847898,2025-10-07 16:38:18,142.250.179.78,1,9.068860899999999
1008266,1759847904,2025-10-07 16:38:24,64.233.176.190,0,29.454652
1009428,1759847891,2025-10-07 16:38:11,172.217.168.238,1,2.0544668
1009611,1759847900,2025-10-07 16:38:20,172.217.23.110,1,2.5466368
1010509,1759847904,2025-10-07 16:38:24,216.58.211.14,1,1.6747535000000002
1010615,1759847892,2025-10-07 16:38:12,142.250.186.174,1,0.7168376000000001
1010732,1759847900,2025-10-07 16:38:20,142.250.66.14,1,24.619291299999993
1010815,1759847901,2025-10-07 16:38:21,209.85.202.91,1,54.46108139999999
1011229,1759847904,2025-10-07 16:38:24,142.250.197.14,1,35.7414426
1012170,1759847896,2025-10-07 16:38:16,142.250.179.174,1,0.6186696999999999
1012349,1759847891,2025-10-07 16:38:11,142.250.198.238,1,1.1730299000000002
51062,1759847885,2025-10-07 16:38:05,172.217.168.238,1,13.209687400000002
51802,1759847884,2025-10-07 16:38:04,142.251.32.78,1,8.3119666
54647,1759847886,2025-10-07 16:38:06,216.58.205.46,1,19.129883400000004
54949,1759847885,2025-10-07 16:38:05,142.250.185.206,0,21.529516800000003
55290,1759847884,2025-10-07 16:38:04,142.250.179.78,1,8.7003252
55584,1759847880,2025-10-07 16:38:00,64.233.164.198,1,78.6350333
55761,1759847882,2025-10-07 16:38:02,142.251.179.190,1,4.85725
60339,1759847883,2025-10-07 16:38:03,142.251.29.93,1,15.1346373
62602,1759847883,2025-10-07 16:38:03,142.250.201.206,1,3.4327577999999996
62939,1759847888,2025-10-07 16:38:08,142.250.184.14,1,14.674046199999998
6372,1759847900,2025-10-07 16:38:20,142.250.186.142,1,129.38696969999998
64089,1759847885,2025-10-07 16:38:05,142.250.185.238,1,22.3974087
64609,1759847886,2025-10-07 16:38:06,142.250.74.238,1,132.4759578
64786,1759847883,2025-10-07 16:38:03,172.217.165.206,1,150.49930640000002
6492,1759847893,2025-10-07 16:38:13,142.250.72.174,1,0.8298519000000001
7249,1759847903,2025-10-07 16:38:23,216.58.208.206,0,2.8003005
7520,1759847903,2025-10-07 16:38:23,142.251.47.78,1,19.700998500000004
7548,1759847974,2025-10-07 16:39:34,172.217.167.78,1,27.205069200000004
1002570,1759848228,2025-10-07 16:43:48,216.58.206.46,1,5.3308319
1003136,1759848221,2025-10-07 16:43:41,172.253.116.136,1,69.3123793
1003139,1759848230,2025-10-07 16:43:50,172.253.118.136,1,29.304338800000004
1004171,1759848227,2025-10-07 16:43:47,142.250.196.206,1,4.9125758
1004463,1759848227,2025-10-07 16:43:47,142.251.140.78,1,48.205887700000005
1006285,1759848222,2025-10-07 16:43:42,142.250.186.110,1,7.0908361
1006437,1759848223,2025-10-07 16:43:43,142.250.201.46,0,28.5663249
1008095,1759848224,2025-10-07 16:43:44,172.217.168.78,1,12.0938101
1008172,1759848232,2025-10-07 16:43:52,216.58.208.206,1,54.46028369999999
1008837,1759848239,2025-10-07 16:43:59,,0,-1
1009077,1759848220,2025-10-07 16:43:40,172.217.70.136,1,2.6536707
1009200,1759848221,2025-10-07 16:43:41,172.217.162.14,1,0.7936526
1009234,1759848226,2025-10-07 16:43:46,216.58.204.142,1,10.4438092
1009868,1759848222,2025-10-07 16:43:42,216.58.212.14,1,6.3698093
1010397,1759848234,2025-10-07 16:43:54,172.217.16.206,1,2.7910361000000004
1010399,1759848228,2025-10-07 16:43:48,142.250.179.206,1,0.9238999
1010625,1759848221,2025-10-07 16:43:41,142.251.167.91,0,220.66959029999998
1011004,1759848226,2025-10-07 16:43:46,64.233.165.198,0,3.8746161
1011275,1759848222,2025-10-07 16:43:42,142.251.36.110,1,8.655211099999999
1012213,1759848221,2025-10-07 16:43:41,142.250.186.206,1,6.631610099999999
1003539,1759848295,2025-10-07 16:44:55,142.250.201.174,1,4.4013032999999995
1003842,1759848293,2025-10-07 16:44:53,142.250.203.110,1,3.9992177999999994
1005046,1759848295,2025-10-07 16:44:55,142.251.36.206,1,31.9282939
1005737,1759848293,2025-10-07 16:44:53,142.250.187.78,1,3.7513902999999997
1005819,1759848292,2025-10-07 16:44:52,209.85.201.91,1,31.6084763
1007642,1759848293,2025-10-07 16:44:53,216.58.214.78,1,8.9688787
1009428,1759848297,2025-10-07 16:44:57,142.250.179.142,1,6.970287900000001
1009611,1759848294,2025-10-07 16:44:54,142.250.184.238,1,2.4597603999999995
1010815,1759848293,2025-10-07 16:44:53,209.85.203.190,1,37.864810299999995
1012349,1759848294,2025-10-07 16:44:54,142.250.198.142,1,1.146658
50201,1759848261,2025-10-07 16:44:21,172.253.62.93,1,35.156533399999994
51062,1759848278,2025-10-07 16:44:38,172.217.23.206,1,12.674575099999998
51802,1759848282,2025-10-07 16:44:42,142.251.32.78,1,8.5921086
51943,1759848274,2025-10-07 16:44:34,142.250.191.46,1,14.3042293
52015,1759848253,2025-10-07 16:44:13,172.253.122.93,1,23.585908299999996
52229,1759848252,2025-10-07 16:44:12,142.251.41.14,1,19.517687399999996
52235,1759848248,2025-10-07 16:44:08,142.250.114.190,1,11.3080333
52645,1759848255,2025-10-07 16:44:15,172.217.1.110,1,24.4621625
52969,1759848274,2025-10-07 16:44:34,142.250.200.78,1,8.894787500000001
53309,1759848253,2025-10-07 16:44:13,172.217.18.14,1,5.7249626
54268,1759848275,2025-10-07 16:44:35,142.251.41.14,1,4.95905
54374,1759848252,2025-10-07 16:44:12,142.250.74.174,1,33.6844583
54627,1759848256,2025-10-07 16:44:16,108.177.14.198,1,45.147950099999996
54647,1759848276,2025-10-07 16:44:36,142.250.180.142,1,18.2440376
54670,1759848262,2025-10-07 16:44:22,142.250.203.142,1,9.052254399999999
54949,1759848283,2025-10-07 16:44:43,142.250.180.142,1,12.579183399999998
54969,1759848281,2025-10-07 16:44:41,142.250.186.142,1,8.2689168
55012,1759848279,2025-10-07 16:44:39,216.239.38.119,1,16.452671099999996
55290,1759848283,2025-10-07 16:44:43,142.250.75.238,1,7.090645699999999
55330,1759848250,2025-10-07 16:44:10,142.250.68.78,1,8.4502001
55515,1759848262,2025-10-07 16:44:22,142.251.221.78,1,13.971212399999999
55584,1759848280,2025-10-07 16:44:40,209.85.233.198,1,74.99081670000001
55761,1759848281,2025-10-07 16:44:41,142.251.163.91,1,5.3011665
55859,1759848253,2025-10-07 16:44:13,142.250.203.142,1,4.672695999999999
60105,1759848286,2025-10-07 16:44:46,142.251.32.78,1,14.445665799999997
60135,1759848284,2025-10-07 16:44:44,172.217.17.14,1,33.990493
60254,1759848285,2025-10-07 16:44:45,142.250.80.110,1,11.5679351
60339,1759848280,2025-10-07 16:44:40,142.250.129.93,1,14.9692948
60433,1759848248,2025-10-07 16:44:08,74.125.130.91,1,41.3433183
60525,1759848248,2025-10-07 16:44:08,192.178.54.46,1,159.47439830000002
60689,1759848256,2025-10-07 16:44:16,142.250.207.14,1,53.3300394
60958,1759848251,2025-10-07 16:44:11,142.251.40.46,1,3.0269325
61181,1759848254,2025-10-07 16:44:14,172.217.16.14,1,12.2522478
61364,1759848288,2025-10-07 16:44:48,142.250.117.91,1,11.155370800000002
61448,1759848260,2025-10-07 16:44:20,64.233.166.91,1,13.289201199999999
61476,1759848250,2025-10-07 16:44:10,142.250.184.174,1,31.0293521
61747,1759848281,2025-10-07 16:44:41,142.251.47.206,1,10.120876400000002
61915,1759848286,2025-10-07 16:44:46,142.250.69.174,1,5.992710099999999
62093,1759848255,2025-10-07 16:44:15,142.250.201.174,1,8.096288111111111
62174,1759848252,2025-10-07 16:44:12,142.250.151.93,1,6.8973437
62602,1759848283,2025-10-07 16:44:43,172.217.19.110,1,3.4255573
62732,1759848250,2025-10-07 16:44:10,216.58.212.142,1,7.7300218
62832,1759848282,2025-10-07 16:44:42,172.217.24.46,1,5.6856159
62917,1759848252,2025-10-07 16:44:12,142.250.197.78,1,59.7286567
62939,1759848286,2025-10-07 16:44:46,216.58.215.142,1,14.296703699999998
63046,1759848259,2025-10-07 16:44:19,216.58.206.78,1,47.4580004
6372,1759848299,2025-10-07 16:44:59,142.250.181.238,1,9.301192599999998
64089,1759848286,2025-10-07 16:44:46,142.250.185.206,1,22.588209300000003
64609,1759848283,2025-10-07 16:44:43,142.251.30.93,1,124.57331559999997
64786,1759848277,2025-10-07 16:44:37,142.250.217.238,1,150.0540286
